mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0																	
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0																14	14
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	522												14	14
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	523												14	14
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	524												14	14
68	68	201	201	0.0	0	0	Spanner	3/4	1	1	0													62				
68	68	201	201	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	525									62				
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	526									62				
68	68	202	202	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	527		articAccentAbove											
68	68	201	201	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	528													
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	529									63				
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	530									63				
68	68	201	201	0.0	0	0	Spanner	3/4	2	1	0																	
68	68	201	201	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	531		articStaccatoAbove											
68	68	202	202	0.0	1/4	1/4	Spanner	3/4	2	1	0																15	15
68	68	202	202	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	532												15	15
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	533									64				
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	534									64				
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	535									64				
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	536									64				
69	69	204	204	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	537													
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	538													
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	539													
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	540												15	15
69	69	205	205	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	541													
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	542													
70	70	207	207	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	543									64				
70	70	207	207	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	544									64				
70	70	207	207	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	545									64				
70	70	207	207	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	546													
70	70	415/2	415/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	547													
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	548													
70	70	209	209	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	549													
70	70	419/2	419/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	550													
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	551													
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	552													
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	553													
71	71	210	210	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	554									65				
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	555									65				
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	556									65				
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	557									65				
71	71	210	210	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	558													
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	559													
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	560													
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	561													
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	562													
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	563													
72	72	213	213	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	564									65				
72	72	213	213	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	565									65				
72	72	213	213	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	566									65				
72	72	213	213	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	567													
72	72	640/3	640/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	568													
72	72	641/3	641/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	569													
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	570													
72	72	215	215	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	571													
72	72	431/2	431/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	572													
72	72	213	213	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	573													
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	574													
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	575													
73	73	216	216	0.0	0	0	Spanner	3/4	1	1	0														1			
73	73	216	216	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	576									66	1			
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	577									66	1			
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	578									66	1			
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	579									66	1			
73	73	216	216	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	580										1			
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	581										1			
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	582										1			
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0																16	16
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	583												16	16
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	584												16	16
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	585												16	16
74	74	219	219	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	586									66	1			
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	587									66	1			
74	74	220	220	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	588		articAccentAbove							66	1			
74	74	221	221	0.0	1/2	1/2	Spanner	3/4	1	1	0													66				
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	589									66				
74	74	219	219	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	590													
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	591													
74	74	221	221	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	592													
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	593													
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																	
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																17	17
74	74	219	219	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	594												17	17
74	74	220	220	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
74	74	220	220	0.0	1/4	1/4	Spanner	3/4	2	1	0																18	18
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	595												18	18
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	596												18	18
75	75	222	222	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	597									66				
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	598									66				
75	75	223	223	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	599		articAccentAbove							66				
75	75	449/2	449/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	600									66				
75	75	222	222	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	601													
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	602													
75	75	224	224	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	603													
75	75	449/2	449/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	604													
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																	
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																19	19
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	605												19	19
75	75	223	223	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
75	75	223	223	0.0	1/4	1/4	Spanner	3/4	2	1	0																20	20
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	606												20	20
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	607												20	20
76	76	225	225	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	608									66				
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	609									66				
76	76	226	226	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	610		articAccentAbove							66				
76	76	455/2	455/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	611									66				
76	76	225	225	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	612													
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	613													
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	614													
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0																	
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0																21	21
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	615												21	21
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	616												21	21
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	617												21	21
77	77	228	228	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	618									66				
77	77	457/2	457/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	619									66				
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	620									66				
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	621									66				
77	77	228	228	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	622													
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	623													
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	624													
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																	
77	77	228	228	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	625													
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	626													
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	627													
78	78	231	231	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	628									66				
78	78	231	231	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	629									66				
78	78	231	231	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	630									66				
78	78	231	231	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	631													
78	78	463/2	463/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	632													
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	633													
78	78	233	233	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	634													
78	78	467/2	467/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	635													
78	78	231	231	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	636													
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	637													
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	638													
79	79	234	234	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	639									67				
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	640									67				
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	641									67				
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	642									67				
79	79	234	234	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	643													
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	644													
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	645													
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	646													
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	647													
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	648													
80	80	237	237	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	649									67				
80	80	237	237	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	650									67				
80	80	237	237	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	651									67				
80	80	237	237	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	652													
80	80	712/3	712/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	653													
80	80	713/3	713/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	654													
80	80	238	238	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	655													
80	80	239	239	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	656													
80	80	479/2	479/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	657													
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	658													
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	659													
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	660													
81	81	240	240	0.0	0	0	Spanner	3/4	1	1	0														2			
81	81	240	240	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	661									68	2			
81	81	481/2	481/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	662									68	2			
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	663									68	2			
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	664									68	2			
81	81	240	240	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	665										2			
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	666										2			
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	667										2			
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	668													
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	669													
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	670													
82	82	243	243	0.0	0	0	Spanner	3/4	1	1	0													68				
82	82	243	243	0.0	0	0	Spanner	3/4	1	1	0													68	3			
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	671									68	3			
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	672									68	3			
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	673									68	3			
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	674									68	3			
82	82	243	243	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	675										3			
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	676										3			
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	677										3			
82	82	243	243	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	678													
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	679													
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	680													
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	681									68	3			
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	682									68	3			
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	683									68	3			
83	83	248	248	0.0	1/2	1/2	Spanner	3/4	1	1	0													68				
83	83	248	248	0.0	1/2	1/2	Spanner	3/4	1	1	0													68		7		
83	83	248	248	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	684									68		7		
83	83	497/2	497/2	0.0	5/8	5/8	Spanner	3/4	1	1	0													68				
83	83	497/2	497/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	685									68				
83	83	246	246	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	686													
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	687													
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	688													
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	689													
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	690													
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	691													
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	692									68				
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	693													
84	84	250	250	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	694		articAccentAbove											
84	84	249	249	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	695													
84	84	250	250	1.5	1/4	1/4	Chord	3/4	1	2	3/8		1/4	3/2	696									69				
84	84	503/2	503/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	697									69				
84	84	249	249	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	698													
84	84	250	250	0.0	1/4	1/4	Spanner	3/4	2	1	0																22	22
84	84	250	250	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	699												22	22
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	700									70				
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	701									70				
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	702									70				
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	703									70				
85	85	252	252	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	704													
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	705													
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	706													
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	707												22	22
85	85	253	253	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	708													
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	709													
86	86	255	255	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	710									70				
86	86	255	255	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	711									70				
86	86	255	255	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	712									70				
86	86	255	255	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	713													
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	714													
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	715													
86	86	257	257	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	716													
86	86	515/2	515/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	717													
86	86	255	255	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	718													
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	719													
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	720													
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	721									71				
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	722									71				
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	723									71				
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	724									71				
87	87	258	258	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	725													
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	726													
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	727													
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	728													
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	729													
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	730													
88	88	261	261	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	731									71				
88	88	261	261	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	732									71				
88	88	261	261	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	733									71				
88	88	261	261	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	734													
88	88	784/3	784/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	735													
88	88	785/3	785/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	736													
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	737													
88	88	263	263	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	738													
88	88	527/2	527/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	739													
88	88	261	261	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	740													
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	741													
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	742													
89	89	264	264	0.0	0	0	Spanner	3/4	1	1	0													71	4			
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	743									71	4			
89	89	529/2	529/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	744									71	4			
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	745									71	4			
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	746									71	4			
89	89	264	264	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	747										4			
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	748										4			
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	749										4			
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																23	23
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	750												23	23
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	751												23	23
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	752												23	23
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	753									71	4			
90	90	535/2	535/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	754									71	4			
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	755									71	4			
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	756									71	4			
90	90	267	267	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	757										4			
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	758										4			
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	759										4			
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																	
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																24	24
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	760												24	24
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	761												24	24
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	762												24	24
91	91	270	270	0.0	0	0	Spanner	3/4	1	1	0																	
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	763													
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	764									72				
91	91	271	271	0.0	1/4	1/4	Spanner	3/4	1	1	0													72		8		
91	91	271	271	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	765									72		8		
91	91	271	271	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	766									72		8		
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	767									72		8		
91	91	270	270	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	768											8		
91	91	1083/4	1083/4	0.0	3/16	3/16	Dynamic	3/4	1	2	0					ff										8		
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	769											8		
91	91	271	271	0.0	1/4	1/4	Chord	3/4	1	2	0	acciaccatura	1/8	1	770											8		
91	91	271	271	1.5	1/4	1/4	Chord	3/4	1	2	3/8		1/4	3/2	771											8		
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	772											8		
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																	
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																25	25
91	91	270	270	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	773												25	25
91	91	541/2	541/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																	
92	92	273	273	0.0	0	0	Spanner	3/4	1	1	0													72				
92	92	273	273	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	774									72				
92	92	273	273	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	775									72				
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	776									72				
92	92	274	274	0.0	1/4	1/4	StaffText	3/4	1	1	0							ten.						72				
92	92	274	274	0.0	1/4	1/4	Spanner	3/4	1	1	0													72		9		
92	92	273	273	0.0	0	0	Chord	3/4	1	2	0	acciaccatura	1/8	1	777											9		
92	92	273	273	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	778											9		
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	779											9		
92	92	274	274	1.5	1/4	1/4	Chord	3/4	1	2	3/8		1/4	3/2	780											9		
92	92	551/2	551/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	781											9		
92	92	274	274	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	782													
93	93	276	276	0.0	0	0	Spanner	3/4	1	1	0																	
93	93	276	276	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	783													
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	784									73				
93	93	277	277	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	785									73				
