mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	543								51				
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	544								51				
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	545								51				
63	63	186	186	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	546												
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	547												
63	63	187	187	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	548												
63	63	186	186	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	549												
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	550								52				
64	64	189	189	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	551								51				
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	552								51				
64	64	189	189	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	553												
64	64	189	189	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	554								52				
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	555								52				
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	556								52				
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	557												
65	65	193	193	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	558												
65	65	192	192	0.0	0	0	Dynamic	3/4	1	2	0						fz										
65	65	193	193	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	559								53				
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	560								53				
65	65	194	194	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	561								53				
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	562								53				
65	65	192	192	0.0	0	0	Spanner	3/4	2	1	0															17	17
65	65	192	192	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	563			articStaccatoBelow								17	17
65	65	193	193	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	564											17	17
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	565											17	17
65	65	194	194	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	566											17	17
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	567											17	17
65	65	193	193	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	568											17	17
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	569												
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	570								54				
66	66	196	196	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	571			articAccentBelow					54				
66	66	195	195	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	572												
66	66	195	195	0.0	0	0	Spanner	3/4	2	1	0																
66	66	196	196	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	573												
66	66	195	195	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	574												
67	67	198	198	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	575												
67	67	795/4	795/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	576								55				
67	67	199	199	0.0	1/4	1/4	Spanner	3/4	1	1	0												55		3		
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	577								55		3		
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	578								55		3		
67	67	198	198	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	579												
67	67	795/4	795/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	580												
67	67	199	199	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	581												
67	67	200	200	0.0	1/2	1/2	Spanner	3/4	2	1	0															18	18
67	67	198	198	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	582											18	18
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	583											18	18
68	68	201	201	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	584								55		3		
68	68	201	201	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	585								55		3		
68	68	203	203	0.0	1/2	1/2	Spanner	3/4	1	1	0																
68	68	203	203	0.0	1/2	1/2	Spanner	3/4	1	1	0													2			
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	586									2			
68	68	201	201	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	587											18	18
68	68	201	201	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	588											18	18
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	589											18	18
69	69	204	204	0.0	0	0	Dynamic	3/4	1	1	0						p							2			
69	69	204	204	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	590								56	2			
69	69	204	204	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	591								56	2			
69	69	204	204	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	592								56	2			
69	69	204	204	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	593								56	2			
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	594								56	2			
69	69	205	205	0.0	1/4	1/4	Spanner	3/4	1	1	0												56				
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	595								56				
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	596								56				
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0																
69	69	204	204	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	597								57				
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	598								57				
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	599								57				
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	600								57				
70	70	207	207	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	601								56				
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	602								56				
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	603								56				
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	604								56				
70	70	207	207	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	605												
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	606								57				
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	607								57				
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	608								57				
71	71	210	210	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	609								56				
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	610								56				
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	611								56				
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	612								56				
71	71	210	210	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	613												
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	614								57				
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	615								57				
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	616								57				
72	72	213	213	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	617								56				
72	72	855/4	855/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	618								56				
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	619								56				
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	620												
72	72	213	213	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	621												
72	72	213	213	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	622								57				
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	623								57				
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	624												
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	625								58				
73	73	217	217	0.0	1/4	1/4	Dynamic	3/4	1	1	0						mf						58				
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	626								58				
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	627								58				
73	73	216	216	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	628			articAccentBelow									
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	629												
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	630												
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	631												
73	73	216	216	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	632												
74	74	219	219	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	633								58				
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	634								58				
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	635								58				
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	636												
74	74	219	219	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	637			articAccentBelow									
74	74	219	219	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	638												
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	639												
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	640												
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	641												
74	74	219	219	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	642												
75	75	222	222	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	643								59				
75	75	891/4	891/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	644								59				
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	645								59				
75	75	224	224	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	646								59				
75	75	899/4	899/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	647								59				
75	75	222	222	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	648			articAccentBelow									
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	649			articAccentBelow									
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	650			articAccentBelow									
75	75	222	222	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	651												
75	75	891/4	891/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	652												
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	653												
75	75	224	224	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	654												
75	75	899/4	899/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	655												
75	75	222	222	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	656												
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	657												
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	658												
76	76	225	225	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	659								59				
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	660								59				
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	661								59				
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	662								59, 60				
76	76	225	225	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	663			articAccentBelow									
76	76	225	225	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	664												
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	665												
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	666												
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	667												
76	76	225	225	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	668												
77	77	228	228	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	669												
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	670								61				
77	77	229	229	0.0	1/4	1/4	Spanner	3/4	1	1	0												61		4		
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	671								61		4		
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	672								61		4		
77	77	229	229	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	673										4		
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	674												
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	675												
77	77	228	228	0.0	0	0	Chord	3/4	2	2	0	acciaccatura	1/8	1	676												
77	77	228	228	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	677												
78	78	231	231	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	678								61		4		
78	78	927/4	927/4	0.0	3/16	3/16	Spanner	3/4	1	1	0												61				
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	679								61				
78	78	232	232	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	680								61				
78	78	467/2	467/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	681								61				
78	78	231	231	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	682												
78	78	232	232	1.5	1/4	1/4	Chord	3/4	1	2	3/8		1/4	3/2	683												
78	78	231	231	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	684												
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	685												
78	78	232	232	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	686												
78	78	231	231	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	687												
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	688												
79	79	234	234	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	689												
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	690								62				
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	691								62				
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	692								62				
79	79	234	234	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	693												
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	694								63				
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	695								63				
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	696								63				
79	79	234	234	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	697												
80	80	237	237	0.0	0	0	Spanner	3/4	1	1	0												62		5		
80	80	237	237	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	698								62		5		
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	699								62		5		
80	80	238	238	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	700								62		5		
80	80	955/4	955/4	0.0	7/16	7/16	Spanner	3/4	1	1	0												62				
80	80	955/4	955/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	701								62				
80	80	239	239	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	702								62				
80	80	718/3	718/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	703								62				
80	80	719/3	719/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	704								62				
80	80	237	237	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	705								63				
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	706								63				
80	80	238	238	0.0	1/4	1/4	Spanner	3/4	2	1	0															19	19
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	707											19	19
80	80	237	237	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	708											19	19
81	81	240	240	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	709			articAccentBelow					62				
81	81	240	240	0.0	0	0	Dynamic	3/4	1	2	0						f										
81	81	240	240	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	710												
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	711												
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	712												
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	713								64				
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	714								64				
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	715								64				
81	81	240	240	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	716												
82	82	243	243	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	717			articAccentBelow					62				
82	82	243	243	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	718												
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	719												
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	720												
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	721												
82	82	243	243	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	722								64				
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	723								64				
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	724								64				
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	725												
82	82	243	243	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	726												
83	83	246	246	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	727			articAccentAbove					65				
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	728								65				
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	729			articAccentBelow					65				
83	83	248	248	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	730			articAccentAbove					65				
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	731								65				
83	83	246	246	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	732												
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	733												
83	83	246	246	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	734								66				
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	735								66				
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	736								66				
83	83	248	248	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	737								66				
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	738								66				
83	83	246	246	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	739												
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	740												
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	741												
84	84	249	249	0.0	0	0	Spanner	3/4	1	1	0												65	3			
84	84	249	249	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	742								65	3			
84	84	251	251	0.0	1/2	1/2	Spanner	3/4	1	1	0												65				
84	84	249	249	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	743												
84	84	999/4	999/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	744												
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	745												
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	746												
84	84	249	249	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	747								66				
84	84	999/4	999/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	748								66				
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	749								66				
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	750												
84	84	249	249	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	751												
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	752												
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	753								67				
85	85	253	253	0.0	1/4	1/4	Spanner	3/4	1	1	0												67		6		
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	754								67		6		
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	755								67		6		
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0															20	20
85	85	252	252	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	756											20	20
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	757											20	20
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	758											20	20
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	759											20	20
85	85	252	252	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	760											20	20
86	86	255	255	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	761								67		6		
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	762								67		6		
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	763								67		6		
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	764								67		6		
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0															21	21
86	86	255	255	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	765								68			21	21
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	766								68			21	21
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	767								68			21	21
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	768								68			21	21
86	86	255	255	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	769											21	21
87	87	258	258	0.0	0	0	Spanner	3/4	1	1	0												67				
87	87	258	258	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	770								67				
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	771								67				
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	772								67				
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	773								67				
87	87	258	258	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	774								68			21	21
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	775								68			21	21
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	776								68			21	21
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	777											21	21
88	88	261	261	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	778								67				
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	779								67				
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	780								67				
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	781												
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																
88	88	261	261	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	782								69				
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	783								69				
88	88	262	262	0.0	1/4	1/4	Spanner	3/4	2	1	0												69			22	22
88	88	262	262	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	784								69			22	22
88	88	261	261	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	785											22	22
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	786											22	22
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	787											22	22
89	89	264	264	0.0	0	0	StaffText	3/4	1	1	0								ten								
89	89	264	264	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	788												
89	89	266	266	0.0	1/2	1/2	StaffText	3/4	1	1	0								sempre								
89	89	264	264	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	789												
89	89	265	265	0.0	1/4	1/4	Dynamic	3/4	1	2	0						p										
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	790												
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	791												
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	792								70				
89	89	265	265	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	793								70				
89	89	531/2	531/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	794								70				
89	89	266	266	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	795								70				
89	89	533/2	533/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	796								70				
90	90	267	267	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	797												
90	90	267	267	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	798												
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	799												
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	800												
90	90	267	267	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	801								70				
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	802								70				
90	90	268	268	0.0	1/4	1/4	Spanner	3/4	2	1	0												70		7		
90	90	268	268	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	803								70		7		
91	91	270	270	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	804												
91	91	270	270	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	805												
91	91	271	271	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	806												
91	91	272	272	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	807												
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0															23	23
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	808											23	23
91	91	271	271	0.0	1/4	1/4	Spanner	3/4	2	1	0																
91	91	271	271	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	809								71				
