mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
77	76	227	227	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	497					40	40				
78	77	229	229	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	498				66						
78	77	459/2	459/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	499				66						
78	77	230	230	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	500		ornamentShortTrill		66						
78	77	231	231	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	501				66						
78	77	463/2	463/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	502				66						
78	77	229	229	0.0	0	0	Spanner	3/4	2	1	0														
78	77	229	229	0.0	0	0	Spanner	3/4	2	1	0									41	41				
78	77	229	229	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	503					41	41				
78	77	230	230	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	504					41	41				
78	77	231	231	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	505					41	41				
79	78	232	232	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	506										
79	78	232	232	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	507										
79	78	232	232	0.0	0	0	Spanner	3/4	2	1	0														
79	78	232	232	0.0	0	0	Spanner	3/4	2	1	0									42	42				
79	78	232	232	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	508					42	42				
79	78	233	233	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	509					42	42				
79	78	234	234	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	510					42	42				
80	79	235	235	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	511				67						
80	79	471/2	471/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	512				67						
80	79	236	236	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	513		ornamentShortTrill		67						
80	79	237	237	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	514				67						
80	79	235	235	0.0	0	0	Spanner	3/4	2	1	0														
80	79	235	235	0.0	0	0	Spanner	3/4	2	1	0									43	43				
80	79	235	235	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	515					43	43				
80	79	236	236	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	516					43	43				
80	79	237	237	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	517					43	43				
81	80	238	238	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	518										
81	80	238	238	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	519										
81	80	240	240	0.0	1/2	1/2	StaffText	3/4	1	1	0							sotto voce							
81	80	240	240	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	520		articAccentAbove								
81	80	238	238	0.0	0	0	Spanner	3/4	2	1	0														
81	80	238	238	0.0	0	0	Spanner	3/4	2	1	0									44	44				
81	80	238	238	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	521					44	44				
81	80	239	239	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	522					44	44				
81	80	240	240	0.0	1/2	1/2	Spanner	3/4	2	1	0														
82	81	241	241	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	523				68						
82	81	483/2	483/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	524				68						
82	81	242	242	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	525				68						
82	81	727/3	727/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	526				68						
82	81	728/3	728/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	527				68						
82	81	243	243	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	528				68						
82	81	487/2	487/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	529				68						
82	81	241	241	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	530				69						
82	81	242	242	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	531										
82	81	243	243	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	532				70						
83	82	244	244	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	533				68						
83	82	979/4	979/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	534				68						
83	82	245	245	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	535				68						
83	82	246	246	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	536										
83	82	244	244	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	537				70						
83	82	245	245	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	538				70						
83	82	246	246	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	539										
84	83	247	247	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	540				71						
84	83	495/2	495/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	541				71						
84	83	248	248	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	542				71						
84	83	745/3	745/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	543				71						
84	83	746/3	746/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	544				71						
84	83	249	249	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	545				71						
84	83	499/2	499/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	546				71						
84	83	247	247	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	547				72						
84	83	248	248	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	548										
84	83	249	249	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	549				73						
85	84	250	250	0.0	0	0	Spanner	3/4	1	1	0								71			2			
85	84	250	250	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	550				71			2			
85	84	1003/4	1003/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	551				71			2			
85	84	251	251	0.0	1/4	1/4	Spanner	3/4	1	1	0								71						
85	84	251	251	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	552				71						
85	84	252	252	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	553				71						
85	84	250	250	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	554				73						
85	84	251	251	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	555				73						
85	84	252	252	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	556										
86	85	253	253	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	557				71						
86	85	1015/4	1015/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	558				71						
86	85	254	254	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	559				71						
86	85	255	255	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	560				71						
86	85	1023/4	1023/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	561				71						
86	85	253	253	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	562				74						
86	85	254	254	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	563				74						
86	85	255	255	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	564				74						
87	86	256	256	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	565				71						
87	86	257	257	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	566				71						
87	86	1031/4	1031/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	567				71						
87	86	258	258	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	568				71						
87	86	256	256	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	569				74						
87	86	257	257	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	570				74						
87	86	258	258	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	571										
88	87	259	259	0.0	0	0	Spanner	3/4	1	1	0								71				3		
88	87	259	259	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	572				71				3		
88	87	259	259	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	573				75						
89	88	262	262	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	574								3		
89	88	262	262	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	575				75						
90	89	265	265	0.0	0	0	Dynamic	3/4	1	1	0					p							3		
90	89	265	265	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	576				76				3		
90	89	531/2	531/2	0.0	1/8	1/8	Spanner	3/4	1	1	0								76						
90	89	531/2	531/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	577				76						
90	89	266	266	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	578		ornamentShortTrill		76						
90	89	267	267	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	579				76						
90	89	535/2	535/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	580				76						
90	89	265	265	0.0	0	0	Spanner	3/4	2	1	0									45	45				
90	89	265	265	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	581					45	45				
90	89	266	266	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	582					45	45				
90	89	267	267	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	583					45	45				
91	90	268	268	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	584										
91	90	268	268	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	585										
91	90	268	268	0.0	0	0	Spanner	3/4	2	1	0														
91	90	268	268	0.0	0	0	Spanner	3/4	2	1	0									46	46				
91	90	268	268	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	586					46	46				
91	90	269	269	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	587					46	46				
91	90	270	270	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	588					46	46				
92	91	271	271	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	589				77						
92	91	543/2	543/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	590				77						
92	91	272	272	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	591		ornamentShortTrill		77						
92	91	273	273	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	592				77						
92	91	271	271	0.0	0	0	Spanner	3/4	2	1	0														
92	91	271	271	0.0	0	0	Spanner	3/4	2	1	0									47	47				
92	91	271	271	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	593					47	47				
92	91	272	272	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	594					47	47				
92	91	273	273	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	595					47	47				
93	92	274	274	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	596										
93	92	274	274	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	597										
93	92	274	274	0.0	0	0	Spanner	3/4	2	1	0														
93	92	274	274	0.0	0	0	Spanner	3/4	2	1	0									48	48				
93	92	274	274	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	598					48	48				
93	92	275	275	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	599					48	48				
93	92	276	276	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	600					48	48				
94	93	277	277	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	601				78						
94	93	555/2	555/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	602				78						
94	93	278	278	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	603		ornamentShortTrill		78						
94	93	279	279	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	604										
94	93	277	277	0.0	0	0	Spanner	3/4	2	1	0														
94	93	277	277	0.0	0	0	Spanner	3/4	2	1	0									49	49				
94	93	277	277	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	605					49	49				
94	93	278	278	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	606					49	49				
94	93	279	279	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	607					49	49				
95	94	280	280	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	608				79						
95	94	561/2	561/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	609										
95	94	282	282	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
95	94	282	282	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	610										
95	94	280	280	0.0	0	0	Spanner	3/4	2	1	0														
95	94	280	280	0.0	0	0	Spanner	3/4	2	1	0									50	50				
95	94	280	280	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	611				80	50	50				
95	94	281	281	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	612					50	50				
95	94	282	282	0.0	1/2	1/2	Spanner	3/4	2	1	0														
96	95	283	283	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	613				81						
96	95	567/2	567/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	614				81						
96	95	284	284	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	615		ornamentShortTrill		81						
96	95	285	285	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	616				81						
97	96	286	286	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	617				81						
97	96	287	287	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	618										
98	97	289	289	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	619				82						
98	97	290	290	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	620				82						
98	97	291	291	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	621				82						
98	97	289	289	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	622				83						
98	97	290	290	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	623				83						
98	97	291	291	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	624				83						
98	97	289	289	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	625										
99	98	292	292	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	626		ornamentShortTrill		82						
99	98	585/2	585/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	627				82						
99	98	293	293	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	628										
99	98	294	294	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	629				84						
99	98	292	292	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	630				83						
99	98	585/2	585/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	631				83						
99	98	293	293	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	632										
99	98	294	294	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	633				85						
99	98	292	292	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	634										
100	99	295	295	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	635		ornamentShortTrill		84						
100	99	296	296	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	636				84						
100	99	297	297	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	637				84						
100	99	295	295	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	638				85						
100	99	296	296	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	639				85						
100	99	297	297	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	640				85						
100	99	295	295	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	641										
101	100	298	298	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	642		ornamentShortTrill		84						
101	100	597/2	597/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	643				84						
101	100	299	299	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	644										
101	100	300	300	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	645		articAccentAbove								
101	100	298	298	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	646				85						
101	100	597/2	597/2	1.5	1/8	1/8	Chord	3/4	2	1	3/8		1/4	3/2	647				85						
101	100	299	299	0.0	1/4	1/4	Spanner	3/4	2	1	0									51	51				
101	100	298	298	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	648					51	51				
101	100	299	299	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	649					51	51				
102	101	301	301	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	650				86						
102	101	603/2	603/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	651				86						
102	101	302	302	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	652		ornamentShortTrill		86						
102	101	303	303	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	653				86						
102	101	607/2	607/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	654				86						
102	101	301	301	0.0	0	0	Spanner	3/4	2	1	0														
102	101	301	301	0.0	0	0	Spanner	3/4	2	1	0									52	52				
102	101	301	301	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	655					52	52				
102	101	302	302	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	656					52	52				
102	101	303	303	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	657					52	52				
103	102	304	304	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	658										
103	102	304	304	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	659										
103	102	304	304	0.0	0	0	Spanner	3/4	2	1	0														
103	102	304	304	0.0	0	0	Spanner	3/4	2	1	0									53	53				
103	102	304	304	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	660					53	53				
103	102	305	305	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	661					53	53				
103	102	306	306	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	662					53	53				
104	103	307	307	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	663				87						
104	103	615/2	615/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	664				87						
104	103	308	308	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	665		ornamentShortTrill		87						
104	103	309	309	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	666				87						
104	103	307	307	0.0	0	0	Spanner	3/4	2	1	0														
104	103	307	307	0.0	0	0	Spanner	3/4	2	1	0									54	54				
104	103	307	307	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	667					54	54				
104	103	308	308	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	668					54	54				
104	103	309	309	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	669					54	54				
105	104	310	310	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	670										
105	104	310	310	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	671										
105	104	312	312	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	672										
105	104	310	310	0.0	0	0	Spanner	3/4	2	1	0														
105	104	310	310	0.0	0	0	Spanner	3/4	2	1	0									55	55				
105	104	310	310	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	673					55	55				
105	104	311	311	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	674					55	55				
106	105	313	313	0.0	0	0	StaffText	3/4	1	1	0							sotto voce							
106	105	313	313	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	675										
106	105	627/2	627/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	676				88						
106	105	314	314	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	677				88						
106	105	943/3	943/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	678				88						
106	105	944/3	944/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	679				88						
106	105	315	315	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	680				88						
106	105	631/2	631/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	681				88						
106	105	313	313	0.0	0	0	Spanner	3/4	2	1	0														
106	105	313	313	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	682				89						
106	105	314	314	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	683										
106	105	315	315	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	684				90						
107	106	316	316	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	685				88						
107	106	1267/4	1267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	686				88						
107	106	317	317	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	687				88						
107	106	318	318	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	688										
107	106	316	316	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	689				90						
107	106	317	317	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	690				90						
107	106	318	318	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	691										
108	107	319	319	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	692				91						
108	107	639/2	639/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	693				91						
108	107	320	320	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	694				91						
108	107	961/3	961/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	695				91						
108	107	962/3	962/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	696				91						
108	107	321	321	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	697				91						
108	107	643/2	643/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	698				91						
108	107	319	319	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	699				92						
108	107	320	320	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	700										
108	107	321	321	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	701				93						
109	108	322	322	0.0	0	0	Spanner	3/4	1	1	0								91			3			
109	108	322	322	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	702				91			3			
109	108	1291/4	1291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	703				91			3			
109	108	323	323	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	704				91			3			
109	108	324	324	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	705				91			3			
109	108	322	322	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	706				93						
109	108	323	323	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	707				93						
109	108	324	324	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	708										
110	109	325	325	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	709				91			3			
110	109	1303/4	1303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	710				91			3			
110	109	326	326	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	711				91			3			
110	109	327	327	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	712				91			3			
110	109	1311/4	1311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	713				91			3			
110	109	325	325	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	714				94						
110	109	326	326	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	715				94						
110	109	327	327	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	716				94						
111	110	328	328	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	717				91			3			
111	110	329	329	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	718				91			3			
111	110	1319/4	1319/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	719				91			3			
111	110	330	330	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	720							3			
111	110	328	328	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	721				94						
111	110	329	329	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	722				94						
111	110	330	330	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	723										
112	111	331	331	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	724				95			3			
112	111	331	331	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	725				96						
113	112	334	334	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	726				95			3			
113	112	336	336	0.0	1/2	1/2	Spanner	3/4	1	1	0														
113	112	336	336	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	727										
113	112	334	334	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	728				96						
113	112	336	336	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	729										
114	113	337	337	0.0	0	0	Dynamic	3/4	1	1	0					f									
114	113	338	338	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	730		articAccentAbove		97						
114	113	339	339	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	731		articAccentAbove		97						
114	113	337	337	0.0	0	0	Spanner	3/4	2	1	0									56	56				
114	113	337	337	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	732					56	56				
114	113	338	338	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	733					56	56				
114	113	339	339	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	734					56	56				
115	114	340	340	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	735										
115	114	1363/4	1363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	736										
115	114	341	341	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	737										
115	114	1367/4	1367/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	738										
115	114	342	342	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	739										
115	114	1363/4	1363/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	740				98						
115	114	1367/4	1367/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	741				98						
115	114	340	340	0.0	0	0	Spanner	3/4	2	1	0														
115	114	340	340	0.0	0	0	Spanner	3/4	2	1	0									57	57				
115	114	341	341	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	742		articAccentBelow			57	57				
115	114	340	340	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	743					57	57				
115	114	342	342	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	744					57	57				
116	115	343	343	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	745										
116	115	344	344	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	746		articAccentBelow		99						
116	115	345	345	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	747		articAccentAbove		99						
116	115	343	343	0.0	0	0	Spanner	3/4	2	1	0														
116	115	343	343	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	748										
116	115	344	344	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	749										
116	115	345	345	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	750										
117	116	346	346	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	751										
