mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
64	64	383/2	383/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	480									69						
65	65	192	192	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	481															
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	482									70						
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	483									70						
65	65	192	192	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	484															
65	65	387/2	387/2	0.0	3/8	3/8	Spanner	3/4	2	1	0														20					
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	485									71	20					
65	65	194	194	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	486									71	20					
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	487									71	20					
66	66	195	195	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	488									70						
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	489									70						
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	490									70						
66	66	195	195	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	491									71	20					
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	492									71	20					
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	493									71	20					
66	66	197	197	0.0	1/2	1/2	Spanner	3/4	2	1	0													71						
66	66	197	197	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	494									71						
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	495															
67	67	198	198	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	496									70						
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	497									70						
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	498									70						
67	67	198	198	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	499									72						
67	67	198	198	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	500									72						
67	67	795/4	795/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	501									72						
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	502		articStaccatissimoAbove													
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	503									73						
68	68	201	201	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	504									70						
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	505									70						
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	506		articAccentBelow							70						
68	68	201	201	0.0	0	0	Spanner	3/4	2	1	0													73	21					
68	68	201	201	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	507									73	21					
68	68	807/4	807/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	508										21					
68	68	202	202	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
68	68	202	202	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	509															
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	510															
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	511									74						
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	512									74						
69	69	204	204	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	513															
69	69	411/2	411/2	0.0	3/8	3/8	Spanner	3/4	2	1	0														22					
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	514									75	22					
69	69	206	206	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	515									75	22					
69	69	413/2	413/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	516									75	22					
70	70	207	207	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	517									74						
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	518									74						
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	519									74						
70	70	207	207	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	520									75	22					
70	70	415/2	415/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	521									75	22					
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	522										22					
70	70	209	209	0.0	1/2	1/2	Spanner	3/4	2	1	0																			
70	70	209	209	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	523									76						
70	70	419/2	419/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	524															
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	525									74						
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	526									74						
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	527									74						
71	71	210	210	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	528									77						
71	71	210	210	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	529									77						
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	530															
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	531		articStaccatissimoAbove													
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	532									78						
72	72	213	213	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	533									74						
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	534									74						
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	535									74						
72	72	213	213	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	536									78						
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	537									78						
72	72	214	214	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	538															
73	73	216	216	0.0	0	0	Dynamic	3/4	1	1	0					pp								74						
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	539									74						
73	73	217	217	0.0	1/4	1/4	StaffText	3/4	1	1	0							riten.						74						
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	540									74						
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	541									74						
73	73	216	216	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	542									79						
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	543									79						
73	73	217	217	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	544															
74	74	219	219	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	545		articAccentBelow							74						
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	546									74						
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	547									74						
74	74	219	219	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	548															
75	75	222	222	0.0	0	0	StaffText	3/4	1	1	0							smorz.						74						
75	75	222	222	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	549		articAccentBelow							74						
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	550									74						
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	551									74						
75	75	222	222	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	552															
76	76	225	225	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	553									74						
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	554									74						
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	555															
76	76	225	225	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	556															
77	77	228	228	0.0	0	0	Dynamic	3/4	1	1	0					pp														
77	77	228	228	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	557		articAccentBelow													
77	77	228	228	0.0	0	0	StaffText	3/4	2	1	0							legato												
77	77	228	228	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	558															
77	77	228	228	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	559															
77	77	457/2	457/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	560															
77	77	229	229	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	561															
78	78	231	231	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	562		articAccentBelow													
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0														23					
78	78	231	231	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	563										23					
78	78	232	232	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
78	78	232	232	0.0	1/4	1/4	Spanner	3/4	2	1	0																5			
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	564												5			
78	78	233	233	0.0	1/2	1/2	Spanner	3/4	2	1	0																			
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	565															
78	78	231	231	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	566															
79	79	234	234	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	567		articAccentBelow													
79	79	234	234	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	568															
79	79	234	234	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	569															
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	570															
79	79	235	235	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	571															
80	80	237	237	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	572		articAccentBelow													
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0														24					
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	573										24					
80	80	238	238	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
80	80	238	238	0.0	1/4	1/4	Spanner	3/4	2	1	0																6			
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	574												6			
80	80	239	239	0.0	1/2	1/2	Spanner	3/4	2	1	0																			
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	575															
80	80	237	237	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	576															
81	81	240	240	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	577		articAccentBelow													
81	81	240	240	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	578									80						
81	81	240	240	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	579									81						
81	81	481/2	481/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	580									81						
81	81	241	241	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	581									81						
82	82	243	243	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	582															
82	82	243	243	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	583															
82	82	243	243	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	584															
82	82	244	244	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	585									82						
82	82	489/2	489/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	586									82						
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	587															
83	83	246	246	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	588															
83	83	246	246	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	589															
83	83	246	246	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	590									83						
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	591									83						
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	592															
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	593									84						
84	84	249	249	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	594															
84	84	249	249	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	595									84						
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	596									84						
84	84	250	250	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	597									84						
84	84	501/2	501/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	598									84						
84	84	251	251	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	599									84						
84	84	503/2	503/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	600									84						
85	85	252	252	0.0	0	0	Dynamic	3/4	1	1	0					f														
85	85	252	252	0.0	0	0	Tempo	3/4	1	1	0								TempoI°	116.0			1.0							
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	601															
85	85	1011/4	1011/4	0.0	3/16	3/16	Spanner	3/4	1	1	0														25					
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	602									85	25					
85	85	253	253	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	603									85	25					
85	85	507/2	507/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	604									85	25					
85	85	254	254	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	605									85	25					
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	606										25					
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	607															
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	608															
85	85	252	252	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	609															
86	86	255	255	0.0	0	0	Spanner	3/4	1	1	0																			
86	86	255	255	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	610									86						
86	86	766/3	766/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	611									86						
86	86	767/3	767/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	612									86						
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	613		articStaccatoBelow													
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	614									87						
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	615															
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	616															
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	617		articStaccatissimoAbove													
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	618									88						
87	87	259	259	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	619									88						
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	620									88						
87	87	260	260	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	621									88						
87	87	521/2	521/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	622															
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	623															
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	624															
88	88	261	261	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	625									89						
88	88	784/3	784/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	626									89						
88	88	785/3	785/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	627									89						
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	628		articStaccatissimoAbove													
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	629		articAccentBelow							90						
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	630															
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	631															
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	632															
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	633									91						
89	89	265	265	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	634									91						
89	89	531/2	531/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	635									91						
89	89	266	266	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	636									91						
89	89	533/2	533/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	637															
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	638															
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	639															
90	90	267	267	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	640									92						
90	90	802/3	802/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	641									92						
90	90	803/3	803/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	642									92						
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	643															
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	644		articAccentAbove													
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	645															
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	646															
91	91	270	270	0.0	0	0	StaffText	3/4	1	1	0							con forza												
91	91	270	270	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	647															
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	648															
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	649															
91	91	271	271	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	650															
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	651															
91	91	272	272	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	652															
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	653															
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	654															
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	655															
92	92	273	273	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	656															
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	657															
92	92	275	275	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	658		ornamentTrill													
92	92	1103/4	1103/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	659									93						
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	660															
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	661															
93	93	276	276	0.0	0	0	StaffText	3/4	1	1	0							rubato												
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	662															
93	93	1107/4	1107/4	0.0	3/16	3/16	Dynamic	3/4	1	1	0					p														
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	663									94						
93	93	277	277	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	664									94						
93	93	555/2	555/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	665									94						
93	93	278	278	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	666									94						
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	667															
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	668															
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	669															
94	94	279	279	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	670									95						
94	94	838/3	838/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	671									95						
94	94	839/3	839/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	672									95						
94	94	280	280	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	673															
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	674		articAccentAbove							96						
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	675															
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	676															
95	95	282	282	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	677															
95	95	282	282	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	678															
95	95	1131/4	1131/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	679									97						
95	95	283	283	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	680									97						
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	681									97						
95	95	284	284	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	682									97						
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	683															
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	684															
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	685															
96	96	285	285	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	686									98						
96	96	856/3	856/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	687									98						
96	96	857/3	857/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	688									98						
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	689															
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	690		articAccentBelow							99						
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	691		articStaccatoBelow													
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	692		articStaccatoBelow													
97	97	288	288	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	693		articStaccatoBelow							100						
97	97	577/2	577/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	694		articStaccatoBelow							100						
97	97	289	289	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	695		articStaccatoBelow							100						
97	97	579/2	579/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	696		articStaccatoBelow							100						
97	97	290	290	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	697		articStaccatoBelow							100						
97	97	581/2	581/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	698		articStaccatoBelow							100						
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	699		articStaccatoBelow							101						
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	700		articStaccatoBelow													
98	98	291	291	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	701									100, 102						
98	98	874/3	874/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	702									100, 102						
98	98	875/3	875/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	703									100, 102						
98	98	292	292	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	704		articStaccatoBelow													
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	705		articStaccatoAbove							103						
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	706		articStaccatoBelow							104						
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	707		articStaccatoBelow													
99	99	294	294	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	708		articStaccatissimoBelow													
99	99	1179/4	1179/4	0.0	3/16	3/16	Spanner	3/4	1	1	0														26					
99	99	1179/4	1179/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	709									105	26					
99	99	295	295	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	710									105	26					
99	99	591/2	591/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													105						
99	99	591/2	591/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													105			7			
99	99	591/2	591/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	711									105			7			
99	99	296	296	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	712									105			7			
99	99	1187/4	1187/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	713												7			
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0																		17	17
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	714		articStaccatoBelow							106					17	17
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	715		articStaccatoBelow												17	17
100	100	297	297	0.0	0	0	Spanner	3/4	1	1	0																			
100	100	297	297	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	716									107						
100	100	892/3	892/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	717									107						
100	100	893/3	893/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	718									107						
100	100	298	298	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	719		articStaccatissimoBelow													
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	720		articAccentAbove							108						
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0																			
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	721		articStaccatoBelow							109						
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	722		articStaccatoBelow													
101	101	300	300	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	723		articStaccatissimoBelow													
101	101	1203/4	1203/4	0.0	3/16	3/16	Spanner	3/4	1	1	0														27					
101	101	1203/4	1203/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	724									110	27					
101	101	301	301	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	725									110	27					
101	101	603/2	603/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													110						
101	101	603/2	603/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													110			8			
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	726									110			8			
101	101	302	302	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	727									110			8			
101	101	1211/4	1211/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	728												8			
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0																		18	18
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	729		articStaccatoBelow							111					18	18
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	730		articStaccatoBelow												18	18
102	102	303	303	0.0	0	0	Spanner	3/4	1	1	0																			
102	102	303	303	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	731									112						
