mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
62	61	181	181	0.0	0	0	Spanner	3/4	2	1	0														25	25			
62	61	181	181	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	498										25	25			
62	61	182	182	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	499										25	25			
62	61	183	183	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	500										25	25			
63	62	184	184	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	501									63					
63	62	737/4	737/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	502		articStaccatissimoAbove												
63	62	185	185	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	503		ornamentShortTrill							64					
63	62	371/2	371/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	504									64					
63	62	186	186	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	505									64					
63	62	373/2	373/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	506														
63	62	184	184	0.0	0	0	Spanner	3/4	2	1	0																		
63	62	184	184	0.0	0	0	Spanner	3/4	2	1	0														26	26			
63	62	184	184	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	507									65	26	26			
63	62	185	185	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	508										26	26			
64	63	187	187	0.0	0	0	Dynamic	3/4	1	1	0					p													
64	63	187	187	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	509									66					
64	63	375/2	375/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	510									66					
64	63	188	188	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	511									66					
64	63	377/2	377/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	512									66					
64	63	189	189	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	513									66					
64	63	568/3	568/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	514									66					
64	63	569/3	569/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	515														
64	63	187	187	0.0	0	0	Spanner	3/4	2	1	0																		
64	63	187	187	0.0	0	0	Spanner	3/4	2	1	0														27	27			
64	63	187	187	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	516										27	27			
64	63	188	188	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	517										27	27			
64	63	189	189	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	518										27	27			
65	64	190	190	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	519									67					
65	64	761/4	761/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	520		articStaccatissimoAbove												
65	64	191	191	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	521		ornamentShortTrill							68					
65	64	383/2	383/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	522									68					
65	64	192	192	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	523									68					
65	64	385/2	385/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	524														
65	64	190	190	0.0	0	0	Spanner	3/4	2	1	0																		
65	64	190	190	0.0	0	0	Spanner	3/4	2	1	0														28	28			
65	64	190	190	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	525									69	28	28			
65	64	191	191	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	526										28	28			
66	65	193	193	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	527									70					
66	65	387/2	387/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	528									70					
66	65	194	194	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	529									70					
66	65	389/2	389/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	530									70					
66	65	195	195	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	531									70					
66	65	586/3	586/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	532									70					
66	65	587/3	587/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	533														
66	65	193	193	0.0	0	0	Spanner	3/4	2	1	0																		
66	65	193	193	0.0	0	0	Spanner	3/4	2	1	0														29	29			
66	65	193	193	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	534										29	29			
66	65	194	194	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	535										29	29			
66	65	195	195	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	536										29	29			
67	66	196	196	0.0	0	0	Spanner	3/4	1	1	0																		0
67	66	196	196	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	537									71					0
67	66	785/4	785/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	538		articStaccatissimoAbove												0
67	66	197	197	0.0	1/4	1/4	StaffText	3/4	1	1	0							riten.											0
67	66	197	197	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	2/3	539									72					0
67	66	197	197	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	2/3	540									72					0
67	66	197	197	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	541									72					0
67	66	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	542									72					0
67	66	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	543									72					0
67	66	198	198	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	544									72					0
67	66	595/3	595/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	545									72					0
67	66	596/3	596/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	546														0
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0																		
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0														30	30			
67	66	196	196	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	547										30	30			
67	66	197	197	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	548										30	30			
68	67	199	199	0.0	0	0	Spanner	3/4	1	1	0																		
68	67	199	199	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	549									73					
68	67	399/2	399/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	550									73					
68	67	200	200	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	551									73					
68	67	601/3	601/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	552									73					
68	67	602/3	602/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	553									73					
68	67	201	201	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	554									73					
68	67	604/3	604/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	555									73					
68	67	605/3	605/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	556														
68	67	199	199	0.0	0	0	Spanner	3/4	2	1	0																		
68	67	199	199	0.0	0	0	Spanner	3/4	2	1	0														31	31			
68	67	199	199	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	557										31	31			
68	67	200	200	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	558										31	31			
68	67	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	559										31	31			
69	68	202	202	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	560									74					
69	68	607/3	607/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	561									74					
69	68	608/3	608/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	562														
69	68	203	203	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	563														
69	68	202	202	0.0	0	0	Spanner	3/4	2	1	0																		
69	68	202	202	0.0	0	0	Spanner	3/4	2	1	0														32	32			
69	68	203	203	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	564										32	32			
69	68	205	205	0.0	3/4	3/4	Spanner	3/4	2	1	0																		
69	68	202	202	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	565									75					
