mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	513														
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	514														
71	71	210	210	0.0	0	0	Dynamic	3/4	1	1	0					fz								0					
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	515									0					
71	71	211	211	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	516		articAccentBelow					66		0					
71	71	423/2	423/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	517							66		0					
71	71	212	212	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	518		ornamentShortTrill					66		0					
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	519							66		0					
71	71	210	210	0.0	0	0	Spanner	3/4	2	1	0																22	22	
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	520												22	22	
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	521												22	22	
71	71	212	212	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
72	72	213	213	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	522		articStaccatoBelow							0					
72	72	855/4	855/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	523									0					
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	524							67		0					
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	525							67		0					
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	526														
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	527														
73	73	216	216	0.0	0	0	Dynamic	3/4	1	1	0					fz													
73	73	216	216	0.0	0	0	Spanner	3/4	1	1	0																		
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	528														
73	73	217	217	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	529							68							
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	530							68							
73	73	218	218	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	531		ornamentShortTrill					68							
73	73	437/2	437/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	532														
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0																23	23	
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	533												23	23	
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	534												23	23	
73	73	218	218	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	535														
74	74	219	219	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	536														
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	537														
74	74	220	220	0.0	1/4	1/4	Spanner	3/4	1	1	0															6			
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	538											6			
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	539											6			
74	74	219	219	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	540														
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	541														
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	542														
75	75	222	222	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	543							69				6			
75	75	223	223	0.0	1/4	1/4	Spanner	3/4	1	1	0											69							
75	75	223	223	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	544							69							
75	75	447/2	447/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	545							69							
75	75	224	224	0.0	1/2	1/2	Spanner	3/4	1	1	0															7			
75	75	224	224	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	546		ornamentShortTrill									7			
75	75	899/4	899/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	547											7			
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																24	24	
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	548												24	24	
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	549												24	24	
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	550												24	24	
76	76	225	225	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	551							70				7			
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	552											7			
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	553											7			
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	554											7			
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0																		
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0																25	25	
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	555												25	25	
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	556												25	25	
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	557												25	25	
77	77	228	228	0.0	0	0	Dynamic	3/4	1	1	0					fz													
77	77	228	228	0.0	0	0	Spanner	3/4	1	1	0																		
77	77	228	228	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	558														
77	77	229	229	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	559							71							
77	77	459/2	459/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	560							71							
77	77	230	230	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	561							71							
77	77	923/4	923/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	562							71							
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																		
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																26	26	
77	77	228	228	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	563												26	26	
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	564												26	26	
77	77	230	230	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
78	78	231	231	0.0	0	0	Spanner	3/4	1	1	0											71				8			
78	78	231	231	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	565							71				8			
78	78	463/2	463/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	566							71				8			
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	567							71				8			
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	568							71				8			
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0																27	27	
78	78	231	231	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	569												27	27	
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	570												27	27	
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	571												27	27	
79	79	234	234	0.0	0	0	Spanner	3/4	1	1	0																		
79	79	234	234	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	572														
79	79	234	234	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	573														
79	79	235	235	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	574							72							
79	79	471/2	471/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	575							72							
79	79	236	236	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	576							72							
79	79	236	236	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	577							72							
79	79	473/2	473/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	578							72							
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																		
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																28	28	
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	579												28	28	
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	580												28	28	
80	80	237	237	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	581		articStaccatoAbove												
80	80	951/4	951/4	0.0	3/16	3/16	Spanner	3/4	1	1	0															9			
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	582							73				9			
80	80	238	238	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	583							73				9			
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	584							73				9			
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																		
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																29	29	
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	585												29	29	
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	586												29	29	
80	80	239	239	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	587														
81	81	240	240	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	588											9			
81	81	241	241	0.0	1/4	1/4	Spanner	3/4	1	1	0																		
81	81	241	241	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	589							74							
81	81	483/2	483/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	590							74							
81	81	242	242	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	591							74							
81	81	242	242	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	592							74							
81	81	485/2	485/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	593							74							
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																30	30	
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	594												30	30	
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	595												30	30	
81	81	242	242	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	596														
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	597														
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	598														
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	599							75							
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	600							75							
82	82	243	243	0.0	0	0	Spanner	3/4	2	1	0																31	31	
82	82	243	243	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	601												31	31	
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	602												31	31	
82	82	245	245	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	603														
83	83	246	246	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	604														
83	83	247	247	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	605							76							
83	83	495/2	495/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	606							76							
83	83	248	248	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	607							76							
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	608							76							
83	83	246	246	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	609														
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	610		articAccentBelow												
83	83	246	246	0.0	0	0	Spanner	3/4	2	1	0																32	32	
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	611												32	32	
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	612												32	32	
83	83	248	248	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	613														
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	614														
84	84	999/4	999/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	615							77							
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	616							77							
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	617							77							
84	84	249	249	0.0	0	0	Spanner	3/4	2	1	0																33	33	
84	84	249	249	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	618												33	33	
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	619												33	33	
84	84	251	251	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	620														
85	85	252	252	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	621														
85	85	253	253	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	622							78							
85	85	507/2	507/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	623							78							
85	85	254	254	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	624							78							
85	85	1019/4	1019/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	625							78							
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	626		articAccentBelow												
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0																34	34	
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	627												34	34	
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	628												34	34	
85	85	254	254	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	629														
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	630														
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	631							79							
86	86	256	256	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	632							79							
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	633							79							
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	634							79							
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																35	35	
86	86	255	255	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	635												35	35	
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	636												35	35	
86	86	257	257	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	637														
87	87	258	258	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	638							79							
87	87	259	259	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	639							79							
87	87	1039/4	1039/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	640							79							
87	87	260	260	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	641							79							
87	87	521/2	521/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	642							79							
87	87	259	259	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	643														
87	87	258	258	3.0	0	0	Chord	3/4	1	3	3/4		1/2	3/2	644														
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																36	36	
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	645												36	36	
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	646												36	36	
88	88	261	261	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	647							79							
88	88	262	262	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	648							79							
88	88	1051/4	1051/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	649							79							
88	88	263	263	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	650							79							
88	88	527/2	527/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	651							79							
88	88	262	262	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	652														
88	88	261	261	3.0	0	0	Chord	3/4	1	3	3/4		1/2	3/2	653														
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																		
89	89	264	264	0.0	0	0	Spanner	3/4	1	1	0											79			4				
89	89	264	264	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	654							79			4				
89	89	265	265	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	655							79			4				
89	89	1063/4	1063/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	656							79			4				
89	89	266	266	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	657							79			4				
89	89	533/2	533/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	658							79			4				
89	89	265	265	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	659										4				
89	89	264	264	3.0	0	0	Chord	3/4	1	3	3/4		1/2	3/2	660										4				
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	661														
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	662														
90	90	267	267	0.0	0	0	Spanner	3/4	1	1	0											79							
90	90	267	267	0.0	0	0	Spanner	3/4	1	1	0											79	2						
90	90	267	267	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	663							79	2						
90	90	268	268	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	664							79	2						
90	90	1075/4	1075/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	665							79	2						
90	90	269	269	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	666							79	2						
90	90	539/2	539/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	667							79	2						
90	90	268	268	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	668								2						
90	90	267	267	3.0	0	0	Chord	3/4	1	3	3/4		1/2	3/2	669								2						
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	670							79	2						
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	671							79	2						
91	91	271	271	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	672							79	2						
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	673							79	2						
91	91	272	272	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	674							79	2						
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	675							79	2						
91	91	270	270	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	676								2						
91	91	543/2	543/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	677								2						
91	91	270	270	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	678														
91	91	270	270	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	679														
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	680							79	2						
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	681							79	2						
92	92	274	274	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	682							79	2						
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	683							79	2						
92	92	275	275	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	684							79	2						
92	92	551/2	551/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	685							79	2						
92	92	273	273	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	686								2						
92	92	549/2	549/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	687		articAccentBelow						2						
92	92	273	273	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	688														
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	689														
92	92	273	273	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	690														
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	691							79	2						
93	93	553/2	553/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	692							79	2						
93	93	277	277	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	693							79	2						
93	93	555/2	555/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	694							79	2						
93	93	278	278	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	695							79	2						
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	696							79	2						
93	93	276	276	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	697								2						
93	93	555/2	555/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	698								2						
93	93	276	276	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	699														
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	700							79	2						
94	94	559/2	559/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	701							79	2						
94	94	280	280	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	702							79	2						
94	94	561/2	561/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	703							79	2						
94	94	281	281	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	704							79	2						
94	94	563/2	563/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	705							79	2						
94	94	279	279	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	706								2						
94	94	561/2	561/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	707								2						
94	94	279	279	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	708														
94	94	279	279	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	709														
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	710														
95	95	282	282	0.0	0	0	Spanner	3/4	1	1	0											79							
95	95	282	282	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	711							79							
95	95	565/2	565/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	712							79							
95	95	283	283	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	713		articAccentAbove					79							
95	95	282	282	0.0	0	0	Dynamic	3/4	1	2	0					pp													
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	714														
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	715														
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	716														
96	96	285	285	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	717							79							
96	96	571/2	571/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	718							79							
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	719							79							
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	720							79							
96	96	285	285	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	721														
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	722		articAccentBelow												
96	96	285	285	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	723														
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	724														
97	97	288	288	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	725							79							
97	97	577/2	577/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	726							79							
97	97	289	289	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	727							79							
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	728							79							
97	97	288	288	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	729														
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	730		articAccentBelow												
97	97	288	288	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	731														
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	732														
98	98	291	291	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	733							79							
98	98	583/2	583/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	734							79							
98	98	292	292	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	735							79							
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	736							79							
98	98	291	291	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	737														
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	738		articAccentBelow												
98	98	291	291	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	739														
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	740														
99	99	294	294	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	741							79							
99	99	589/2	589/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	742							79							
99	99	295	295	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	743							79							
99	99	294	294	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	744														
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	745														
99	99	296	296	0.0	1/2	1/2	Spanner	3/4	2	1	0																37	37	
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	746												37	37	
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	747												37	37	
100	100	297	297	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	748														
100	100	297	297	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	749												37	37	
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	750												37	37	
100	100	297	297	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	751												37	37	
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	752												37	37	
101	101	300	300	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	753							80							
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	754							80							
101	101	301	301	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	755														
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0																		
101	101	302	302	0.0	1/2	1/2	Spanner	3/4	2	1	0																38	38	
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	756												38	38	
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	757												38	38	
102	102	303	303	0.0	0	0	Dynamic	3/4	1	1	0					f													
102	102	303	303	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	758		articStaccatoBelow												
102	102	304	304	0.0	1/4	1/4	Spanner	3/4	1	1	0																		0
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	759		articStaccatoAbove												0
102	102	305	305	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	760		articStaccatoAbove										38	38	
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	761		articStaccatoAbove										38	38	
